ID,Pillar,Track,Hook,Concept,Script,Seedance Prompt,Status,Video URL,iZop Caption,Guy Caption,Hashtags,UTM Campaign,Scheduled Date,Slot Time,Platforms Posted,Series
25,Pain Points,A,DM inbox tsunami.,DM inbox tsunami,DM inbox tsunami? Tell iZop AI: reply to all unread DMs in my brand voice. It drafts personalized replies. You approve or send. Inbox zero without inbox dread.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen opening phone to wall of unread DM messages flooding visually like water wave. Subject still or slow natural movement only. Camera: slow dolly out revealing DM flood visual. Expression: shock at DM wall. Lighting: phone screen harsh glow, dramatic.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: calm confidence, phone lowered.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: knowing nod. Lighting: phone screen harsh glow, dramatic.

Audio: message ping cascade then calm, no music, clear dialogue space.
Style: surreal metaphor cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"DM inbox tsunami.

AI-drafted DM and comment replies in your brand voice.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=pain_points

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: DM inbox tsunami
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,pain_points,2026-07-13,09:00 ET,,pain_points
26,Pain Points,A,Analytics confusion vortex.,analytics dashboard confusion vortex,Analytics dashboards make your brain hurt? Ask iZop AI: what worked last week and why. Plain English. Actionable. No spreadsheet degree required.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen staring at swirling analytics graphs and charts that blur into confusion vortex. Subject still or slow natural movement only. Camera: slow dolly out revealing analytics vortex. Expression: confused squint at screens. Lighting: blue screen glow, disorienting.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: turns away from screens to camera, clarity.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: confident smile. Lighting: blue screen glow, disorienting.

Audio: data processing sounds, confusion, no music, clear dialogue space.
Style: surreal data visualization cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Analytics confusion vortex.

Plain-English analytics — ask questions, get answers you can act on.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=pain_points

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: analytics dashboard confusion vortex
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,pain_points,2026-07-13,18:00 ET,,pain_points
27,Pain Points,A,Client asking where's today's post?,client Slack where's today's post,"Client Slack: where's today's post? Agency owners — iZop AI manages all your clients from separate workspaces. Schedule, reply, report. One dashboard. Ten brands.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen phone buzzes with urgent client message notification, stressed glance, then calm resolution. Subject still or slow natural movement only. Camera: slow dolly in toward desk with phone buzz. Expression: stress flash at notification. Lighting: office fluorescent mixed with phone glow.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: types one message to iZop, calm returns.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: professional confidence. Lighting: office fluorescent mixed with phone glow.

Audio: notification buzz, office hum, no music, clear dialogue space.
Style: agency stress cinematic, relatable.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Client asking where's today's post?

Multi-brand workspaces — separate accounts, voice, and reporting per client.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=pain_points

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: client Slack where's today's post
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,pain_points,2026-07-14,09:00 ET,,pain_points
28,Pain Points,A,Troll comment? Calm AI reply.,troll comment calm AI reply appears,"Troll in the comments? iZop AI drafts a calm, professional reply in your brand voice. You stay classy. They stay mad. Bulk reply to the nice ones too.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen reading harsh comment on phone with tense jaw, then relaxed smile as AI draft appears. Subject still or slow natural movement only. Camera: slow dolly out revealing couch scene. Expression: tense reading troll comment. Lighting: phone glow then warm relief lighting.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: reads AI reply draft, amused smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: satisfied nod. Lighting: phone glow then warm relief lighting.

Audio: notification sound, exhale of relief, no music, clear dialogue space.
Style: emotional journey cinematic UGC.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Troll comment? Calm AI reply.

AI-drafted replies keep your brand voice consistent — even with trolls.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=pain_points

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: troll comment calm AI reply appears
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,pain_points,2026-07-14,18:00 ET,,pain_points
29,Pain Points,A,What do I post? Blank screen.,blank screen what do I post paralysis,What do I post? The blank screen paralysis. Tell iZop AI your niche once. Ask for ideas anytime. It suggests hooks from your top-performing content. Never start from zero.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen staring at blank laptop screen, cursor blinking, hand on chin, paralyzed. Subject still or slow natural movement only. Camera: slow dolly in toward blank screen. Expression: creative paralysis, blank stare. Lighting: flat overhead light, uninspired.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, over-shoulder. Expression: types one message to iZop, energy shifts.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: excited lightbulb moment smile. Lighting: flat overhead light, uninspired.

Audio: cursor blink, silence, clock tick, no music, clear dialogue space.
Style: creative block cinematic, minimalist.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"What do I post? Blank screen.

AI brainstorms content ideas matched to your brand voice and niche.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=pain_points

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: blank screen what do I post paralysis
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,pain_points,2026-07-15,09:00 ET,,pain_points
30,Pain Points,A,Broken posting streak.,broken posting streak calendar all red,Broken posting streak? Again? iZop AI schedules a week of content in one chat. Consistent posting without consistent suffering. Free to start at izop.ai.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen looking at calendar app with red X marks on missed days, disappointed, then confident reset. Subject still or slow natural movement only. Camera: slow dolly out revealing calendar screen. Expression: disappointment at red calendar. Lighting: screen red glow transitioning to green.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: schedules week with iZop, confidence builds.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: determined smile. Lighting: screen red glow transitioning to green.

Audio: disappointed sigh then upbeat tone, no music, clear dialogue space.
Style: before-after emotional cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Broken posting streak.

Consistent scheduling across all platforms — break the streak cycle.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=pain_points

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: broken posting streak calendar all red
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,pain_points,2026-07-15,18:00 ET,,pain_points
31,Feature Metaphors,A,"Hey iZop, schedule my week.",talking to phone like a friend schedule my week,"Hey iZop, schedule my week. That's it. Captions drafted. Times picked. Published to every platform. This is what talking to your social media looks like. Stop managing. Start talking.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen holding phone casually like talking to a friend, relaxed conversational posture. Subject still or slow natural movement only. Camera: slow dolly out revealing kitchen morning scene. Expression: casual phone conversation, smiling. Lighting: warm morning sunlight through window.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: direct eye contact, friendly warmth.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: satisfied nod. Lighting: warm morning sunlight through window.

Audio: kitchen morning sounds, coffee pour, no music, clear dialogue space.
Style: casual UGC cinematic, authentic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Hey iZop, schedule my week.

Natural-language scheduling — just tell iZop what you need.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=features

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: talking to phone like a friend schedule my week
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,features,2026-07-16,09:00 ET,,features
32,Feature Metaphors,A,One chat. Eight platforms.,one chat bubble splits into 8 platform icons,"One message. Eight platforms. Instagram, TikTok, YouTube, Facebook, X, LinkedIn, Threads, Pinterest. iZop AI publishes everywhere from one conversation. Try it free.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen typing one message on phone, visual metaphor of single chat bubble splitting into eight glowing platform icons. Subject still or slow natural movement only. Camera: slow dolly out revealing split animation. Expression: focused typing one message. Lighting: dramatic spotlight, platform icons glowing.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow orbit 30° around subject. Expression: watches icons spread, impressed smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: confident point at camera. Lighting: dramatic spotlight, platform icons glowing.

Audio: digital whoosh, clean tech sound, no music, clear dialogue space.
Style: tech product cinematic, Apple keynote aesthetic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"One chat. Eight platforms.

Publish to all 8 platforms from a single chat interface.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=features

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: one chat bubble splits into 8 platform icons
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,features,2026-07-16,18:00 ET,,features
33,Feature Metaphors,A,One keystroke. Hundreds of replies.,single keystroke replies multiply across comments,"One keystroke. iZop AI bulk-replies to hundreds of comments — each one personalized in your brand voice. Not copy-paste. Not generic. Done in minutes, not hours.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen single confident keystroke on keyboard, visual metaphor of replies multiplying across comment threads. Subject still or slow natural movement only. Camera: slow dolly in toward keyboard and screen. Expression: one decisive keystroke. Lighting: cool tech blue with warm reply glow.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, over-shoulder. Expression: leans back satisfied, arms crossed.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: knowing smirk. Lighting: cool tech blue with warm reply glow.

Audio: single keystroke then cascade of sends, no music, clear dialogue space.
Style: tech magic cinematic, satisfying.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"One keystroke. Hundreds of replies.

Bulk reply with AI-generated personalized responses per comment.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=features

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: single keystroke replies multiply across comments
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,features,2026-07-17,09:00 ET,,features
34,Feature Metaphors,A,Crystal ball analytics.,crystal ball analytics what worked last week,"What worked last week? Instead of digging through dashboards, ask iZop AI. Plain English answer. Which posts won, why, and what to do next. Analytics without the headache.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen peering into glowing crystal ball showing analytics insights, mystical then practical. Subject still or slow natural movement only. Camera: slow dolly out revealing crystal ball scene. Expression: mystical peer into ball. Lighting: mystical blue glow from crystal ball on face.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: looks up from ball to camera, practical smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: eyebrow raise. Lighting: mystical blue glow from crystal ball on face.

Audio: mystical hum transitioning to clear voice, no music, clear dialogue space.
Style: fantasy-meets-tech cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Crystal ball analytics.

Plain-English analytics insights — no dashboard required.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=features

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: crystal ball analytics what worked last week
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,features,2026-07-17,18:00 ET,,features
35,Feature Metaphors,A,Gold in your comments.,gold panning in comment river lead extraction,"Leads hiding in your comments and DMs? iZop AI scans for buyer intent, classifies leads, and exports CSV. Pro plan. Stop leaving money in your comment section.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen panning for gold in flowing river metaphor, gold nuggets representing leads from comments. Subject still or slow natural movement only. Camera: slow aerial drone pull-out revealing comment river. Expression: focused gold panning motion. Lighting: golden shimmer on nuggets, cool river tones.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow dolly in, eye-level. Expression: holds up gold nugget, excited smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: confident wink. Lighting: golden shimmer on nuggets, cool river tones.

Audio: water flow, gold clink, no music, clear dialogue space.
Style: surreal metaphor cinematic, treasure hunt.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Gold in your comments.

Lead extraction from comments and DMs — classify and export to CSV.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=features

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: gold panning in comment river lead extraction
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,features,2026-07-18,09:00 ET,,features
36,Feature Metaphors,A,Brand voice chameleon.,chameleon shifts colors brand voice match,"Set your brand voice once — audience, tone, product. iZop AI matches it in every caption, reply, and brainstorm. Professional for LinkedIn. Casual for TikTok. One brain, every voice.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen standing confidently as chameleon color-shift effect transitions on clothing matching different brand moods. Subject still or slow natural movement only. Camera: slow dolly out revealing color shift effect. Expression: neutral professional tone. Lighting: dynamic color shifts matching brand tones.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow orbit 20° right, eye-level. Expression: shift to casual creator energy, different expression.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: back to confident default smile. Lighting: dynamic color shifts matching brand tones.

Audio: subtle transformation sound, no music, clear dialogue space.
Style: creative studio cinematic, color theory.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Brand voice chameleon.

Brand context powers all AI copy — captions, replies, and ideas.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=features

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: chameleon shifts colors brand voice match
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,features,2026-07-18,18:00 ET,,features
37,Feature Metaphors,A,Lightbulb rain brainstorm.,lightbulb rain brainstorm session,Content ideas on demand. iZop AI brainstorms hooks and pillars from your top-performing posts. Tell it your niche. Get ideas that actually match your brand. Never stare at blank again.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen sitting at desk as glowing lightbulbs rain down around, catching ideas. Subject still or slow natural movement only. Camera: slow crane down through raining lightbulbs. Expression: catching lightbulb, excited. Lighting: warm lightbulb glow, creative energy.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: direct eye contact, creative energy.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: idea moment smile. Lighting: warm lightbulb glow, creative energy.

Audio: lightbulb ping sounds, creative energy, no music, clear dialogue space.
Style: creative surreal cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Lightbulb rain brainstorm.

Brainstorm content hooks from your best-performing posts.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=features

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: lightbulb rain brainstorm session
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,features,2026-07-19,09:00 ET,,features
38,Feature Metaphors,A,Octopus agency mode.,octopus juggling client brands,"Agency with ten clients? Each gets its own workspace — separate accounts, brand voice, reporting. Ask iZop how all brands performed this week. One summary. Zero tab juggling.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen confident pose as visual metaphor of octopus arms each managing different client brand screens. Subject still or slow natural movement only. Camera: slow dolly out revealing multi-brand workspace. Expression: commanding agency leader pose. Lighting: professional office with brand-colored accents.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow truck left, eye-level. Expression: direct eye contact, professional confidence.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: slight nod. Lighting: professional office with brand-colored accents.

Audio: office productivity sounds, no music, clear dialogue space.
Style: agency professional cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Octopus agency mode.

Multi-brand agency workspaces with unified reporting.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=features

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: octopus juggling client brands
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,features,2026-07-19,18:00 ET,,features
39,Feature Metaphors,A,Calendar fills itself.,calendar Tetris blocks auto-filling,"Watch your content calendar fill itself. Ask iZop AI to schedule your week. Captions, times, platforms — all locked in. Visual calendar. One conversation. Magic Tetris.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen watching calendar on screen as content blocks auto-fill like satisfying Tetris. Subject still or slow natural movement only. Camera: slow dolly in toward calendar screen. Expression: watching blocks fill, satisfied lean back. Lighting: screen glow, satisfying green blocks.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, over-shoulder. Expression: turns to camera, proud smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: chef kiss gesture. Lighting: screen glow, satisfying green blocks.

Audio: satisfying click sounds as blocks fill, no music, clear dialogue space.
Style: satisfying automation cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Calendar fills itself.

Visual content calendar auto-populated from chat commands.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=features

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: calendar Tetris blocks auto-filling
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,features,2026-07-20,09:00 ET,,features
40,Feature Metaphors,A,Inbox zero. Angelic.,inbox zero angelic empty tray,Inbox zero. Comments replied. DMs handled. Posts scheduled. Analytics reviewed. All from one chat with iZop AI. This is what inbox zero actually feels like.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen closing laptop with empty inbox showing zero unread, peaceful angelic light from screen. Subject still or slow natural movement only. Camera: slow dolly out revealing clean desk zen. Expression: satisfied close of laptop. Lighting: soft angelic glow from empty inbox.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: direct eye contact, peaceful smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: content exhale. Lighting: soft angelic glow from empty inbox.

Audio: satisfying close laptop click, peace, no music, clear dialogue space.
Style: satisfying completion cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Inbox zero. Angelic.

Unified inbox for comments and DMs across all platforms.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=features

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: inbox zero angelic empty tray
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,features,2026-07-20,18:00 ET,,features
